reviewer_name,rating,review_text,puskesmas_name
Wahyu Dhana,4 bintang,,Puskesmas Sawahan
firly aviliani,1 bintang,,Puskesmas Sawahan
Annie Sudarma,5 bintang,,Puskesmas Sawahan
Hartati Ningrum,5 bintang,,Puskesmas Sawahan
April Lia,3 bintang,,Puskesmas Sawahan
Mukhamad Subkhan,3 bintang,,Puskesmas Sawahan
Febria Sukmaini,5 bintang,,Puskesmas Sawahan
Jeihan One Oddow,3 bintang,,Puskesmas Sawahan
Tukin Djuwono,4 bintang,,Puskesmas Sawahan
Chandra kumala70,4 bintang,,Puskesmas Sawahan
Lady Monica,5 bintang,,Puskesmas Sawahan
Man To,5 bintang,,Puskesmas Sawahan
Farouk Yufara,3 bintang,,Puskesmas Sawahan
New SNp,1 bintang,,Puskesmas Sawahan
Sri Lestari,5 bintang,,Puskesmas Sawahan
chelsea shelly,4 bintang,"pelayanan biasa saja, cenderung kurang ramah, agak lambat juga, terutama bagian farmasi, antri di depan lama, di dokter cepat, eh nunggu obatnya lebih lama lagi
sama agak bingung juga, sudah daftar antrian di Mobile JKN, tertera bisa datang di estimasi Jam 07.00 - 15.00, pas sampai sana Jam 07.30 katanya sudah full, terus malah dikasih nomor antrian manual baru, sy kira kalau sudah daftar online ada antrian yang berbeda dg.yang manual, entah sy yang baru tahu atau mmg dari pihak sana yang kurang edukasinya",Puskesmas Wonokromo
Fitri Nafiatus Saidah,5 bintang,"Pelayanan Puskesmas sendiri sebenarnya bintang 🌟🌟/🌟🌟🌟 ya karena petugas puskesmas nya yg kdg judes, jutek sampai pernah aduh mulut sama petugas nya. Baru puasa kemarin kesana lgi karna demam lumayan ramah dan senyum lah petugasnya 🥰. Untuk poli nya yg paling the best poli jiwa dgn petugas puskesmas psikolog sinta, mendapat rujukan untuk berobat ke RS pun tidak ribet. terimakasih buat psikolog sinta sudah bikin klien yg mental nya tidak baik² aja menjadi lebih baik dri sblmnya, terimakasih sdh menjadi pendengar yg baik meskipun dri diri psikolog sinta sedang tidak baik² aja. Buat kalian Jan ragu dan malu untuk bercerita ke psikolog/psikiater ya ✨ mental kalian sangat berharga sayangi diri kalian sendiri sblm menyayangi orang lain, peluk jauh untuk klien psikolog yg konsultasi di puskesmas Wonokromo 🫂. Terimakasih juga kepada psikolog sinta bbrp kali kegiatan kesehatan jiwa sedunia melibatkan aku untuk ikut adil dlm acara",Puskesmas Wonokromo
Sumiati Sumiati,2 bintang,"Bikin capek, di puter puter
Padahal kalau di dokter umum bisa langsung di atasi dengan cepat
Jadi saya ada masalah gigi berlubang,
Ke poli gigi pukesmas ini gak di tangani cuman di kasih obat, dan di suruh datang lagi lagi di pertemuan selanjutnya untuk diatasi
Okelah
Sebulan kemudian saya datang lagi kemari, dan ternyata setelah obat habis harus sehera datang untuk di lakukan penanganan
Masalahnya kenapa kemaren gak bilang gitu
Okelah
Jadinya cuman di kasih obat, nunggu obat ini habis baru akan di tangani lagi
Setelah obat habis saya kesini lagi dan ternyata
Gak bisa karena ada riwayat penyakit lain jadi harus di rujuk
Hmm 2 bulan riwa riwi kesini gak ada hasil, kenapa gak dari awal di bilang gitu loh
Dipikir semua orang punya waktu luang untuk datang ke pukesmas yang hanya buka jam kerja seperti ini ?",Puskesmas Wonokromo
moh irfan,5 bintang,"Pelayanan sudah bagus, agak lama menunggu di farmasi (bisa dimaklumi)

Saran dan masukan :
Pasien yang sdh periksa sambil menunggu panggilan obat dari farmasi sebaiknya menunggu di luar supaya pasien serta pengantar pasien tidak menumpuk di dalam dan  panggilan nomor antrian berikutnya bisa lebih lancar",Puskesmas Wonokromo
Mochammad Buchory,4 bintang,"Pelayanan pendaftaran online sangat ramah dan fast respon dan menurut saya hnya di puskesmas wonokromo peralatan poli gigi nya steril dan modern..hampir 10 tahun berobat tidak ada kendala..mungkin yg perlu diperbaiki area tunggu di luar sebaiknya dinyamankan lagi..semisal dibangunkan ruangan tunggu ber AC..dan perlu memfasilitasi parkir mobil..semoga puskesmas wonokromo makin baik
kedepannya",Puskesmas Wonokromo
Firtika Yuliani,1 bintang,"Pelayanan dr gigi nya buruk, sangat tidak ramah sama pasien. Penjelasannya juga tidak detail, harusnya kalau ada gigi berlubang tuh di cek benar”. Ini cuma di senterin aja dikursi , dann bener kan salah nentuin gigi mana yg harus dicabut, karna saya pake behel yg awalnya bilang bisa dicabut sekarang ganti bisanya perawatan akar dlu, hmmm akhirnya cuma di kasik obat minum aja dan disuruh balik lgi minggu depan. Waktu antri di farmasi lama, taunya pas dipanggil eh ternyata obatnya belum masuk di sistem komputernya. Duh, bner”.. trus saya samperin ke asisten dr giginya dan ternyata lupa belum diinput. Haduh, pelayanannya sangat tidak profesional. Mentang” pake bpjs dapat pelayanan yg buruk gini .",Puskesmas Wonokromo
Yusivea Arthanza_Penalaran,5 bintang,"Pelayananannya luar biasa rapih, cepat dan bersih, tenaga kesehatannya ramah"", membantu pelayanan, tidak membingungkan alurnya. sistem online nambah bikin gampang antriannya gak ribettt",Puskesmas Wonokromo
Yulia Purnama,1 bintang,"antria  lama pollll tidak gercep, pas di dalam ruangan tidak dipiksa sama sekali, cuma di tanya2, nunggu obat lama poll
saran yang di farmasi di tambahi orangnya biar cepat. kalau kayak gini ya yang sakit tambah sakit bukannya sembuh",Puskesmas Wonokromo
Rokhmi Pertiwi,5 bintang,"Pelayanan puskesmas Wonokromo sangat bagus dan dan cepat dan semua stafdan dokter nya sangat ramah ,kami para kader.KSH juga semakin banyak pengalaman dengan pelatihan pelatihan yang di adakan di puskesmas untuk kami sebagai bekal unk membantu.masyarakat.di bidang antara lain kesehatan ,posyandu ,sanitasi dll menuju masyarakat lebih sehat",Puskesmas Wonokromo
Izma Nabihah,5 bintang,Pelayanan ny cpt terarah perawat nya cantik ramah dan baik. Dokter dalam memberi penjelasan jg memuaskan terimakasih,Puskesmas Wonokromo
Najmiah Amal,5 bintang,Asli staf suster dan dokter nya nya baik2 ramah dan humoris. Perawat nya baik swring ksh edukasi enak diajak ngobrol apalagi dg lansia2 cantik2 pula wangi penampilan rapi. Enak swdap dipandnag.,Puskesmas Wonokromo
Uncle Yo,5 bintang,"Joss pelayanannya , kemarin saya kesana kebetulan di tangani oleh Dr Yunita alhamdulillah dibantu dengan baik dan ramah juga dokternya , terima kasih yaa",Puskesmas Wonokromo
Angga _Dinata,5 bintang,"Pelayanan baik, mulai dari loket depan tanggap diarahkan ramah. Semoga terus dijaga kualitas pelayanannya 👍 …",Puskesmas Wonokromo
Chevi Miftahul,4 bintang,"Pelayanan cukup baik. Terkadang banyak sekali pasien, yang membuat pelayanan jadi lama. Tapi pelayanan masih terbilang baik.",Puskesmas Wonokromo
Bagas Dwi NugrohoXlv,5 bintang,Pelayanan yg sangat baik membuat pasien nyaman dan penjelasan dari dokter poli umum sangat bisa dimengerti membuat pasien cepat sehat kembali,Puskesmas Wonokromo
Charly Wdw,5 bintang,"Pelayanannya baik sat set cepat n tanggap, petugasnya sangat supel dan loyalitas tanpa batas, tetap semangat jangan kendor 👌👌👌 …",Puskesmas Wonokromo
Moena Muntux,3 bintang,"saran sajah untuk kursi di ruang tunggu mungkin bisa di ganti yg per orang .an karena kalau tempat duduk yg lngsung sepaket 4 orang bener² mengganggu , krena kalau kita sedang sakit trus duduk sama orang yang banyak gerak / gg bisa diem itu sangat mengganggu mau negur jugha gg enak kalau bawaan orang nya emang gitu
semoga saran saya di trima 🙏🙏🙏",Puskesmas Wonokromo
Archie lian,5 bintang,"Wahhhh pelayanannya sangat ramah, murah senyum dan diarahkan juga, baik sekali. Dikembangkan dan diteruskan ya pelayanan baiknya. 🙌🏻 …",Puskesmas Wonokromo
Senna 50,1 bintang,"Kecewa pelayanan 2 kali disini ank saya demam sampai 42 derajat naik turun cuma 39 derajat selama 3 hari disuruh nunggu 5 hari, malamnya saya bawak ke IGD udah dehidrasi parah. Yang ke 2 diare terus disuruh nunggu 8jam sebelum 8jam saya Bawak ke IGD sudah dehidrasi parah. 😭 …",Puskesmas Wonokromo
yudo sajaa,1 bintang,"Pelayanan buruk parah , pegawai PKM suka ngerumpi ttg urusan inern mereka padahal banyak pasien berobat malah tidak di utamakan",Puskesmas Wonokromo
Synyster Angga,5 bintang,"Terima kasih pelayanan Baik ramah sat set sat set Mbak yang di depan, edukasinya mudah di pahami pendaftaran sangat mudah bisa online n offline",Puskesmas Wonokromo
Mahira Sahib,4 bintang,"Pelayanannya bagus , cm lama di perawat depan  yg tensi , dokter juga cepat,  anak saya langsung cepat sembuh waktu berobat di PKM 1 minggu  yg lalu",Puskesmas Wonokromo
Icun Dianita,1 bintang,"Pelayanan sangat lambat,orang sakit bisa makin parah,antri hampir 2 jam,antri farmasi 1jam an,pegawai cuma mondarmandir aja gak jelas",Puskesmas Wonokromo
Immanuel Bagas,5 bintang,"pernah anter istri cek kehamilan di sini, Puji Tuhan pelayanan bagus, seluruh perawat dan dokter menyambut dengan ramah 😁 …",Puskesmas Wonokromo
yogi putra pratama,3 bintang,"Oke lah baru kali ini kesini, buat minta surat keterangan sehat buat lamar kerja, alhamdulillah ga ribet dan sangat membantu untuk yg membutuhkan surat keterangan sehat (10ribu). Tpi yg bikin ga enak disini tukang parkir yg ga jelas suruh parkir dibawah nanti dinaikin di pinggiran ke tempat yg lebih adem, eh nytanya enggak. Kalo siang baru nunggu jam 13.00 dilayani, ambil antrian dlu.",Puskesmas Wonokromo
Nur Fadila,1 bintang,Sangat buruk sekali minta rujukan di tolak seharusnya dari awal bilang kalau tidak bisa jangan pas udah antri lama hampir 2 jam baru di tolak,Puskesmas Wonokromo
Kirana Devi Adhita Lakhsmi,1 bintang,"pelayanan buruk, antri terlalu lama, mba mba nya banyak yang gasopan, sinis klo jawab dan ga ramah, orang klo ga denger kepanggil teriak"" dari dalam terkesan ga sopan sekali",Puskesmas Wonokromo
Ifza Nabila,5 bintang,"pelayanannya baguss bangettt!!!!, terus semua stafnya ramah ramah
Terus pelayanannya bersih dan baik
The bestt dehh😔❤️ …",Puskesmas Wonokromo
Wahyu Belenjuk,5 bintang,"Alhamdulillah , pelayanan oke banget , perawat nya baik dan ramah ramah makasi banyak yaaa",Puskesmas Wonokromo
Hadawiyah Amal,5 bintang,"Terimakasih PKM wnkromo
Perawat nya ramah2 cantik2 dokter dlm memberi pelayanan dan edukasi jg memuaskan",Puskesmas Wonokromo
Citra Pancaparamita,1 bintang,"pemeriksaan dokter umum cuman wawancara ga diperiksa , mau minta surat ketrangan sakit biar bisa istirahat malah disuruh kerja surat hanya diberikan jika pasien patah tulang sama DBD saja....",Puskesmas Wonokromo
Robiatul Adamiyah,1 bintang,"Pelayan benar benar kurang memuaskn udh ke sekian kaliNya padahal saya bayar bukan bpjs  gratis hrs di terangkan dr awal daftar, jika biaya naik udh daftarnya byr penangannya jg byr iy klw bw uang lebih klw bw uang pas.suruh balik lg hrs dr awal daftar di kasih tau klw biaya naik untuk tahun ini.bukan mlsh nominalx pak/buk jarak dr rmh ke puskesmasx jauh . udh yg nangani kurang ramah tlong di prbaiki lg",Puskesmas Wonokromo
Noval Aflach,5 bintang,"Pelayanannya cepat, semua staff dan karyawan ramah dan tidak ribet semua peoses ditangani dengan sigap",Puskesmas Wonokromo
Kayla Natania Sophialouisa,5 bintang,"pelayanan cepat, datang sesuai estimasi di antrian. kalau kita sesuai aturan pasti tidak nunggu lama.",Puskesmas Wonokromo
Hakim Hakim,5 bintang,"Lingkungan yg bersih, nyaman serta pelayanan yang baik menjadikan Puskesmas Wonokromo sebagai tempat yang tepat untuk solusi kesehatan.",Puskesmas Wonokromo
WINDA NOFITA RAHAYU,5 bintang,Terima kasih atas layanan yang sangat baik sekalii. Terus perkembangan layanan terbaik untuk masyarakat 🙏🏼 …,Puskesmas Wonokromo
Tomas Yudhagama,5 bintang,"Pelayanan baik pegawainya ramah ramah, maju terus puskesmas wonokromo untuk melayani masyarakat😇😇 …",Puskesmas Wonokromo
Siti Cholilah,5 bintang,Puskesmas  sangat bagus pelayanannya  secara keseluruhan terutama pertama kali di bagian pendaftaran atau loket ya sangat cepat pelayanany,Puskesmas Wonokromo
Icha Permata Sari,5 bintang,"Sering berobat di Poli umum. Pelayanan cepat,  dokter umum juga telaten semua nakes cekatan tanggap melayani",Puskesmas Wonokromo
Glann Junior Enrico,5 bintang,Pelayanan poli umum sangat ramah dan baik sekali 👍🏼👍🏼👏🏻👏🏻 …,Puskesmas Wonokromo
pipit opie,5 bintang,Pelayanan gercep .... Edukasi nya jelas ... Perpanjangan rujukan jg cepat 👍 …,Puskesmas Wonokromo
Tungga Dewi,5 bintang,"Terima kasih untuk pelayanannya dengan baik ke pasien, semakin ditingkatkan ya👍👍👍 …",Puskesmas Wonokromo
iklas cimeng,1 bintang,"Pelayanan yg amat sangat lama, dari jam 8 sampe jambset 1 belum di panggil panggil juga",Puskesmas Wonokromo
Lilik Sumartini,5 bintang,Sangat bagus pelayanannya terutama di bagian loket pendaftaran,Puskesmas Wonokromo
Wildan Arief,5 bintang,Pelayanan cpt sat set sat set. Staf ramah2 penampilan rapi ruangan dan pkm bersih dan rapi,Puskesmas Wonokromo
Ayu Widyatama,5 bintang,"Pelayanannya cepat, check up ibu hamil juga sudah cukup lengkap",Puskesmas Wonokromo
Reni Ervina,5 bintang,"Pelayanan cukup bagus
Tempatnya bersih
Tenaga medis ramah",Puskesmas Wonokromo
Eka Ariani,5 bintang,"poli psikolognya sangat membantu,,ramah,,telaten sm pasien..
very good",Puskesmas Wonokromo
Radea Bagus,5 bintang,"Pelayanan ramah, perawat dan dokternya cantik2 dan sabar2",Puskesmas Wonokromo
Rena angelita Indah,4 bintang,"Untuk pelayanan poli umum bagus , mbknya ramah2 juga.",Puskesmas Wonokromo
Nadira359,5 bintang,Pelayanan dan para pegawai baik dan ramah bangunan yg SDH semakin baik,Puskesmas Wonokromo
Fajar Pratama,5 bintang,"Pelayanan yg ramah , kebersihan dan fasilitas yg cukup lengkap",Puskesmas Wonokromo
Emmanuella Sandrea,5 bintang,"Dokternya baik, tidak menunggu lama, tempatnya juga bersih. 😄👍 …",Puskesmas Wonokromo
Nilam Safitri,5 bintang,"Semua bagus baik dari pelayanan loket, pelayanan umum maupun gigi",Puskesmas Wonokromo
Mbah Lik,5 bintang,Pelayanannya sangat bagus.tetap pertahankan dan tingkatkan.,Puskesmas Wonokromo
Tyo Joviandra,5 bintang,"pegawai ramah ramah, tetap melayani dgn baik😇 …",Puskesmas Wonokromo
Heru Yulianto,5 bintang,Dokter dan perawatnya ramah..Lingkungan bersih dan rapi,Puskesmas Wonokromo
Adinda Aura Rahma,5 bintang,"Pelayanan ramah, puskesmas nya bersih dan bagus",Puskesmas Wonokromo
Wdw Charly,5 bintang,"Trimakasih pelayanannya sangat baik, petugasnya ramah 👍👍👍 …",Puskesmas Wonokromo
Syafril Putra,5 bintang,"Pelayanan sangat ramah, terima kasih🙏🏻 …",Puskesmas Wonokromo
Rama Xena,1 bintang,"Saya kecewa sama puskesmas ini ,di karenakan tidak bisa meminta surat izin istirahat padahal yg di butuh kan oleh perusahaan itu surat izin istirahat nya bukan surat bukti berobat. Jadi nya libur saya yg di ganti karena surat nya tidak di terima oleh perusahaan tempat saya bekerja. Kalau gak gitu di itung alfa atau gaji saya di potong oleh perusahaan di karena kan puskesmas tidak mau memberikan surat izin istirahat.
Dan yg lucu nya lagi dokter yg saya mintain surat izin istirahat malah bilang gini ""ya kalau soal istirahat itu dari perusahaan nya pak bukan dari kita"" lhaa konyol kan justru perusahaan itu ngebolehin kita istirahat di karenakan surat dari anda.",Puskesmas Wonokromo
godong waru,5 bintang,Semoga pelayanannya lebih cepat. Antrian lwt online lbh cepat,Puskesmas Wonokromo
PDTL 2023,5 bintang,bagus pelayannya ramah dokter bagus semuanya ok,Puskesmas Wonokromo
Its Humansyah,1 bintang,"Pegawai tidak ramah, pelayanan lambat dan nomor urut tidak sesuai",Puskesmas Wonokromo
Niken Dwi Ayu Paramita,1 bintang,Saya Minta rujukan di rsal di tolak dengan alasan ke blokir  anak saya ini kene bronkopneumonia Jangan sok bisa ngatasin,Puskesmas Wonokromo
Ambarawa Lau,1 bintang,"Pelayanan buruk ,acuh,cuek,jutek,trutama yg MBK pendaftaran.
Sring menolak pasien yg terlanjur datang GK mikir datang sudah jauh2 setibanya malah ketolak krna alsan yg TDK layak.
Padahal smua pasien pantang untuk tertolak jika sudah setibanya di RS, puskesmas,ataupun layanan kesehatan lainnya. Ini kecewaaa ...banget.",Puskesmas Wonokromo
Prahasti Miranda,5 bintang,Perawatannya sangat profesional dan perawatnya sangat baik dan ramah,Puskesmas Wonokromo
HAYSA n Family,5 bintang,"Baik sekali, ramah sopan santun. Siippp",Puskesmas Wonokromo
Ismi Maduriani,5 bintang,"Saya suka dengan pelayanan poli gigi.

Dari tahun 2021 waktu gigi bungsu disarankan operasi proses rujukannya cepat meskipun pada saat itu sedang pandemi.

Di tahun 2023 tinggal gigi bungsu atas belum tercabut. Karena kadang sakit jadi saya konsultasi dulu. Dokternya memberikan penjelasan dan edukasi yang jelas serta pilihan tindakan yang diambil untuk solusi gigi bungsu saya yang belum diambil. Saya memutuskan untuk dicabut saja gigi bungsunya. Selama 2 kali proses pencabutan tindakannya benar-benar tidak sakit. Saya rasa dokternya memang benar-benar berpengalaman dan dapat membuat saya tenang. Dokternya sangat ramah dan seru kalau ngomong basa jawa.

Terima kasih banyak drg. Endang 🙏 semoga poli lainnya pelayanannya sama baiknya.",Puskesmas Wonokromo
Budi Wahyono,5 bintang,Menurut saya sudah bagus pelayanan,Puskesmas Wonokromo
Yupy 233,2 bintang,"Sgt tidak ramah , terutama loket prndaftaran.",Puskesmas Wonokromo
Budukhin Tri Utami,5 bintang,Pelayanan di sini sangat sangat baik.. Ramah dan sopan,Puskesmas Wonokromo
Adillah Dama Yani,5 bintang,pelayanan baik petugas ramah dan sigap,Puskesmas Wonokromo
Ely Sariani,5 bintang,"Pelayanannya gercep,kebersihan okay",Puskesmas Wonokromo
Faros Rajin Sholat,5 bintang,Pelayanan Ramah terutama di loket,Puskesmas Wonokromo
uranus heroes,5 bintang,pelayanan bagus sangat fast respon,Puskesmas Wonokromo
Ayu Garnasih,5 bintang,"bersihkan karang gigi cuma 11k/section(sehari dibatasi sekali proses), sayang banget ngga bisa bayar pake non tunai.

kemarin sore bikin surat keterangan sehat, sekitar pkl 4 sore dan masih dilayani dengan baik.",Puskesmas Wonokromo
Leidy Estartika Mandira,5 bintang,pelayanannya sangat memuaskan 👍🏻👍🏻👍🏻👍🏻 …,Puskesmas Wonokromo
Eka Kelana,5 bintang,"Vaksin covid di sini, mantap pelayanannya 👍 …",Puskesmas Wonokromo
Zainul Fakhri,5 bintang,"Dari pintu masuk  sudah di pandu oleh orang yang bertugas pelayanan cepat
Tapi masih kurang nyaman terhadap pelayanan nya",Puskesmas Wonokromo
Febrilia Dwi Nurita,5 bintang,"Petugas registrasi lumayan gercep dan ramah. Saya ke sini untuk bersihkan karang gigi, bayar hanya 11 ribu tanpa bpjs. Dokternya sabar dan telaten. Hasil pembersihan karang gigi juga oke.",Puskesmas Wonokromo
Rengga Vauza Wardana,1 bintang,"Sayang sekali, untuk pelayanan kia sangat tidak rekomended, petugasnya tidak ramah sama sekali, sewot mulu. Dari segi psikologis tidak menenangkan pasien. Petugas sepertinya kurang kompeten. Kalau bidannya oke sih gercep.",Puskesmas Wonokromo
paras ayu,1 bintang,"Masak sakit gigi, giginya gak d periksa . Tbtb d kasih antibiotik yaapa seh dok masak balita dikasih obat teros !!!!. Jelas2 yang itu tumbuh gigi bukan nana malah di katain nana. Pake ngatain orang tuanya gak pernah nyikatin gigi anaknya . Dikira bpjs gak bayar ta 😂😂😂😂 atek lak ngomong nyentak2 nyelekit. …",Puskesmas Wonokromo
Puja juleo / THP,5 bintang,Pelayanan sangat bagus prima,Puskesmas Wonokromo
Dikka R,5 bintang,Pelayanan cukup baik🙏 …,Puskesmas Wonokromo
Krisna Yudha,5 bintang,pelayanan bagus sekali,Puskesmas Wonokromo
alfianready ramadhan,5 bintang,Pelayanannya baik,Puskesmas Wonokromo
Dian Khumairok,4 bintang,"Pelayanan menyenangkan. Ke Poli KIA untuk keperluan ANC hamil. Petugas ramah, diajak ngobrol, sharing. Saran alangkah lebih jika hasil lab dicetak.",Puskesmas Wonokromo
FARIDA,5 bintang,"Meskipun tempatnya agak terpencil tapi tidak mengurangi keramaian pasiennya , datang jam 7 Uda lumayan yang datang, saran aja lebih baik daftar online sebelum hari H, layanan lumayan lengkap, ada lab nya juga di lantai 2, lumayan rapi dan tertib , staf dan dokternya juga ramah dan gerak cepat",Puskesmas Wonokromo
dwi sugianto,5 bintang,Mantaaaap pelayanannya👍🏻👍🏻👍🏻 …,Puskesmas Wonokromo
Retno Anjar,5 bintang,Semakin bagus pelayanannya,Puskesmas Wonokromo
Jordan sntv,5 bintang,Sangat Bagus Sekali,Puskesmas Wonokromo
feda miatus,5 bintang,"Pelayananannya luar biasa rapih, cepat dan bersih, tenaga kesehatannya ramah"", membantu pelayanan, tidak membingungkan alurnya. Untuk bidan Poli KIA pelayananannya muantebbb pwolll, sistem online nambah bikin gampang antriannya gak ribettt",Puskesmas Wonokromo
Kevin Rochman,5 bintang,Pelayanan bagussss,Puskesmas Wonokromo
Chrisly Natasya,1 bintang,"Puskesmas yg buruk. Saya mendaftarkan suami dan dpt no 1. Emg saya terlambat 20mnt dikarenakan saya hrs nyiapin obat vitamin dll untuk suami dan pas mau brgkt mendadak juga ad tamu dr kantor suami untuk menjenguk. Eeeehhh sampek sana ditolak suruh daftar ulang. Ketika saya dtg ontime bahkan lbh awal dr jadwal saya disana rela loh nggu 30mnt bahkan 1jam bahkan pernah lbh pun mreka semua yg blm pada siap masih pada muteeeer aja gak dimulai"". In saya yg 20mnt terlambat dan ada alasan yg masuk akal ditolak mentah"", posisi saya lg hamil juga masa iyasih tega ngebiarian bumil mondar mandir??! Pdhl kondisi suami udh gak enak bgt dan saya udh blg urgent butuh rujukan, ttp aja ditolak mentah"". Hahahahah Weess wesss PARAH !!",Puskesmas Wonokromo
Fitri Ambriani,5 bintang,"Pelayanan kepada klien cepat, nyaman dan aman. Terutama di ruang KIA ruangannya adem dan gercep2 petugasnya disamping itu petugasnya ramah ramah. mantapp sekali dipertahankan PKM Wonokusumo terrrrrthe best🌟🌟🌟🌟🌟 …",Puskesmas Wonokromo
